pdf_file,page,text
Rajasthani03.pdf,34,१६  कीधी । तिसे जगदेवजी कल्मोचावड़ीजी राजि घोड़ां लियां अटठे विराजिया रहिज्यो इ नगर मांहि जाय काई हवेली भाड़े ले पछे राजन ले जावस्यां ने बेहू जणा साथे फिरता ड्ूबडूबणी ज्यू फिरता रूड़ा न दीसां। तरे चावड़ी कल्लोपधारीज । तरे जगदेव तरवार कटारी लेने नगर मांहे हवेली भाड़े पूछे छे। ओ तो सैहर मांहे सिधाया छे ने चावड़ी तलावहीज छे। इतरे अठे सिघराव जेसिंघदेवरों माहिलवाड़ियो डूंगरसी कोटवाल् पाटणरो छे। तिणरों वेटो एक छालकंबर  तिको मोटियार छे । परण्यो तो छै पिण मोट्यार पाटणरे कोटबालरो बेटो नें माहिलवाड़ियो छै। तठे पाटण मांहे पातरारा पांचरे घर छे। तिण माहें एक जांबबंती पात्र छै। तिणरे सागरद सहेली घणी छे  छोकरी छोकरा घणा छै। मालछरी धणियाणीं छे । विणरें कोटबाल रो बेटों आबे। तिणरी सागरदसू रमै। एके दिन कहो जांबोती काई निएट फूटरी चतुर कुलबंती बालकबरसां मांहि इसी काइक मिलाने तो ख़बास  कं ने तोने निवाजूं  । झांबोती घुजरो करि आरे कीधी । आपरे चाकरांने पिण कहि राखियो छे । ज्ञांवबंदीरी  सहेली पिण पाटण माहें देखती चोघती  फिरे छे। आछी अस्त्री जोवती ९ फिरे छे। तिण समीये जांबोतीरी छोकरी पाणीरों घड़ो निनीनतले अॉमललनभभत १ ढाढ़ीढाढ़िव की तरह । २ भले । ३ राज्य महल का नोकर । ४ वेश्याओं का। ४ नोकर शिष्य शागगिद । ६ स्वासिनी । ७ रसण करता है। ८ झन्दर ।  बाल्यावस्था में । १० मरज़ीदान स्नेहपात्री । ११ प्रसक्ष होझऊ । १९ भालती झोजती  १३ खोजती हुई।
Rajasthani03.pdf,35,१७  लेने दोपारा सहसलिंग तलाब आई। आंगे चाबड़ी मुकनों मूंढ़ो ऊपरांसू परो करि वैठी छै। आदमी फिरतो कोई दीठो नहीं तद मूँढ़ो उघाड़ जल्रो तमासो देखे छै बले कमठार्णो देषे छै। ते गोलछी पिण उणरै कह्मे चोघती फिरे छे । तद चाबड़ी दीठी ल्द्ररी अपछरा हजार चन्द्रमांरी सोभा दीसती देषने देरान हुईं। घड़ो लियां चावड़ी कनें आई। मुजरो कीयो । पूंछियों आईजी कठां सं आया नै घोड़ांरा असवार सिध पधारिया छे। तरे चावड़ी क्यो हूं उदियादीत राजा पंवाररा छोटा बेटारी परणी छू । ग््छि गोढी पूछियो जेठ छे  कह्यो रिणघवल । तरे गोली कहो बाईजी कंवरजी रो नाम कास। चावड़ी क्यो गैछी घररा धर्णीरों नांम कदेई कई क्ल्यो छै। गोली कह्यो के श्री करताररों नांम कहीजे के भरतार रो नांम कहीज। आप तो देसोत छो । तरे चावड़ी कह्मो कंवर जग देवजी । वर्ले गोली बोली आपरो पीहर कठे छे। चावड़ी कह्मो टोड्ड राजा राजरी बेटी बीजरी बहिन चावड़ा छे तरें गोली कटह्ो कंवरजी मांहे पधारिया छे ने घोड़ांरी रखबाल रखावज्यो। तरे चावड़ी कह्यो छण काला पहाड़रा घोड़ा सामो जोवे कोई नहीं  बल गोली क्यो मोटां राजारा कंबर एकेछा कुं निकलिया । तरे चावड़ी क्ल्यो मांइसं रीसाय मैं निकलिया छै। छारलछी बात सगली कही गोलीने ओर गोछी सगढी बात ले मुज़रों करि पाणी भर घरे आईं। जांबबतीने क्यो कदेई कंवरजीस मुजरो करो। इकेली बैठी उस कक नव १ दोपहर के समय। २ भवननिर्माण कारीगरी  ई दासी। ४ पिछली । ५ प्रणाम करके । च्ँ
Rajasthani03.pdf,36,१८  घोड़ा दोय लियां बैठी छे। धू ें मंडल  बैर ज्ञात न दीठी  कहता जिसी छै। ओर जात जेठ सुसरो धणी पीहर सगला बताया। तरे आांबोती कपड़ा आछा पहिर पलूमादार गुजराती गैहणा पहिरया रथ जूतरयो  जल्सदार । मांहे बैठी बिक पड़दा दे नें। छोकरी आपरी पराई २०३० पाखती छीथी । चाकर पंचहथियार साथे छीधा। एक मालजादो  खोसरो थो तिको पोजो पाई घोड़े चढ़ि छीघो । तिका चाबड़ी बैठी थी तठै चाली चाढी आई । परेच आडी खंचाई ने जांबोती क्यो बहू ऊभा हुवो मिल्ां  हू थाहरी भूवासासू छू । मोनैं इण बडारण थांलू बात करि गई थी तिक मोनें कह्मो । तरे हूं महाराज सूं मात्मम करि रथ जोताई ने आई छू। थांने भतीज जगदेव परणियां टोडै जरे हू नाईः थी। तिणसूं थे ऊछृखो नहीं ने नैतो रिणघवल री मा मेल्यो थो। भतीज जगदेव कठे सिघधाया ने थे मोटे घररा छो अर मोटे घर आया  आ बैसणरी जायगा आपणीं नहीं  तरे चावड़ी देख भरममें आई कदेही कंवरजी सिधराव रो सगाई री बात कद्दी नहीं ने राजारा राजा सगा होसी यों जांण कपड़ो गैहणो तरे देखि पगे छागी । आसीस दीधी ने कह्मो बहू रथ विराजो भत्तीज अठे आयो रहसी । नफर   एक अठे ऊभो राखिस्यां तिको दरबार ले आवसी । खोजां ने कह्यो । घोड़ा नफरां १ अ्रुव मंडल में प्रथ्वीतल पर । २ खत्री। ३ जुतवाया। ४ माल ज़ादा कामी दुश्वरित्र पुरुष । ४ वेश्याओं का दूत । ६ कनात तम्बू । ७ राज्य महल की बड़ी प्रतिष्ित नोकरानियाँ । ८ नहीं आई।  ढंग । १० नफ़र नोकर ।
Rajasthani03.pdf,37,१६  नें सुंपणा मांड्या । तरे चावड़ी थेढी दोनूं ही उरी छीधी । रथ बेठाय नै रथ खड़ियो । तिस खोजांने बडारण साथे कहाड़ियो  आदमी अठे एक ऊभो राखो जगदेव आवबे जरे साथे लेने बेगो आबदे। यों करि नै घरे आई  घर मांय पोलीदार छे जठे मांय आघो रथ छोडयो ने जांबोंती उतरी चावड़ी उतरी । तिसे मांदेसू सागरद थी तिका बडी पोसाख कीधां सामी आई । क्यां मुजरो कीधो के पगे छागी केई सहदेलो खबास हुई खमांखमां करती आगे चालछो । मांदे गई तरे ऊमो मालियो निपट बेबाह छात बंधी छे । पाखतों कड़ी ऊपरां सोनेरी चित्राम जाड़ी काच जड़िया छे जाणे सागे हीरा जड़िया दोसे। तिसीहीज बिछायत ऊपरां गावतकिया  बगल तकियागींदवा   बाढ़ेछा   पास्वा  मसंद   ऊपरे पड़िया छे। तिण मालिये लेने बेसांणी । तरे थेठी दोय मंगाय ने राखी । गरम पांणी दिराया ने तिसे एके छोकरीने कहो जा श्री मद्वाराजा सूँ मात्म करि म्हांरो सागी भतीज जगदेव अठे पधारियो छे महाराजा घणी गोर करावज्यो जी। आवे छे तरे पगे छागसी जी । सजोड़े छे । चावड़ी म्हारे महिर छे । छोकरी मुजरो करि घड़ी दोयने आय कट्मो महाराजा धणा खुस्याल हुवा ने फुरमायो छे आवतसमो भूवा सँ १ कहलवाया । २ द्रवान द्वारपाल । ३े क्यों ने । ४ नोकरानो का रूप बनाकर आई । ५ खमा खमा ये शब्द प्रजा द्वारा राजा केअभिवादन में सारवाड़ में बोले जाते हैं। ६ ऊँचा महल । ७ अर्थ संदिग्ध है । ८ दीवार पर की हुईं कलई।  सचमुच । १० गाल रखने के तकिये । १११२१३ नाना प्रकार के तकिये जो सोख्यपूर्ण घरों में मिलते हैं। १७ मसनद गह्ा ६
Rajasthani03.pdf,38,२०  पछे पगे छगावज्यो । एक वार म्हांसूँ मिलावज्यो । तितरे जोमण तयार हुवो। तरे जांबोंती कह्मो बहू संपाड़ा  करो ज्यां जीमां। चावड़ी कह्मो मोने पतित्रता धर्मरो पण छे कंबरजी आरोगियां एछ्के आरोगणरी बात। तिके तो अजेस पधारिया ने छे । तिसे एके छोकरी आय कट्मयो बहूजी साहब राजरो भतीज जगदैव मुजरो कीयो छे। ने महाराजा कने पधार बिराजिया छे । महाराजारे रसोड़े थाल पधारियो थो। तरे जांबोंती कह्मो जा उतावली जगदेब अवाय तो होय जिसी महाराजा साथे आरोगिया छे के नहीं तो महाराजा सूँ अरज करि तेड़ ल्याव भूवा भतीजो भेलाही जुमस्यां। जिसे इणरे ही थारु लयाया । तरे जांबोंती कह्यो वे कू  कूबे ९  पराडां जगदेव भतीज आयां पेहलां हूषा जूटण ९ नूँ बेसूँ। आरोगियां दह्वी खबर आवे जरां पके जीमवाकी बात। तिसे छोकरी जाय आई। बहूजी साहब महाराजरे साथे सांपड़िया ने बडे थालु दोनूँ सिरदार जीमतां देख आई छूँ पिण रावडों भतीजो होय तिसो हीज रूप रंग मांहे सांवडा छे  जाबोंती क्यो आ तो म्हारा घररी खांन छे भाई उद्यादीत पिण रंग मांहि सांवछा छे पिण स्ंद्ारा घर जिसो रूप कठेही न छे । इसी भाँति बातां करि चावड़ीरों मन १ स््नान। २ जिससे । ३ अब तक। ४ ले आ बुला ला। ५ यद्यपि इस वाक्य की भाषा लिपिकार की गलती से समझ में नहीं आती परन्तु आशय इस प्रकार समझ में आता हैतब जाम्बबंती ने कहा जगदेव भतीज के आने से पहले अन्न को छूने हुँपचा जूहण बेठना मेरे लिए। कूए में पड़े कु पराढ़ां। ६ घराने की विशेषता ।
Rajasthani03.pdf,39,२१  परघढायो । थाल् दीधो बहू आरोगी। तरे क्यूँ जीमी क्यूँ न जोमी थालू छोकरी उठाय रियो । अबे बातां पूछणी मांडी । तीजो पहर आयो । चाबड़ी कह्मो कंवरजी मांहे भूवाजीसूँ मुजरो करणने पधारीया नहीं । तरे जांबोती कह्योजा ए छोकरी भतीजने तेड़ ल्याव । जांबोती बहुने बातां छगाई । तिको जगदेव बिना तो बातां अलणी छागे छे । तरे छोकरो घड़ीदोय पके आय कह्मो महाराजा उठण दे नहीं । कह्यौ राति पोहर एक गियां पोढणने आवसी तरे भूवासूँ मिलि लेसी । इतरो सांभल् रीस कीधो महाराजा सूं अरम करि परभाते घणी बातां करिसी पिण अबार मिलण रो हुकम हुवे । छोकरी भले  घड़ीदोय नें आई। आगे क्मो त्यूंहीज क्यो । तिसे दिन मंदिर पधारियो  ने छाछकंवर ने कहायो आज म्हारो मुजरो छे। रात पोर एक गियां बेगा पधारिज्यो आपणे बस छे। खबास चाहो तो खबास राखज्यो नहीं तो हूँ सागरदां में राखस्यं। अबे छालकंवर अमलांरा जमाव मांडिया गलियो गुूसरो छूटो अमल कियो  पछे बत्तीसो कसंभो मिश्री माहें कढाय पीधो। मुफर८ माजुम छीथो  पे दारू रुपया ६० सेर छामर तिको अधेछा भर ल्ये तो चार पांच सेररो पीवा के चांकां रहैः तिणरो प्यालो पईसां च्याररों छीधो। पछे पोसाख १ पिघलाया । २ बुला ला  ३े नीरस । ४ फिर  ५ दिन अपने घर गया सूर्य अपने मन्दिर मंद्राचल अस्ताचल को गया सूर्यास्त हुआ। ६ अफ़रीस जमाना  खाना शुरु किया । ७ गुलछर्रा । ८ मुख के स्वाद के निमित्त किसी पेय पर खाने का पदार्थ।  चार पाँच सेर शराब पीने के बराबर मस्त रहे ।
Rajasthani03.pdf,40,२२  गहणो पहिरियां संधो चोवो अतर छगाय कस्तूरीरी कंठी बणाइ सेलरा थेगा दे तोडंकतोतोड़ंकतोर आयो। बतक एक सेर दारू सं भरी रुपया ६० सेर वालो । तिको ले पान फूल मिष्टान लेने आयो  तिसे गोल्यां बोली बहूजी वधाई देज्यो कंवरजी पधारिया। चावड़ी जाण्यों पधारिया तो षरा । तिसे मालियिरे बारने आयो जय निजर ओर दीसे। तितरे छोकरी दारूरी बतक पांन मिष्टान मसंद ऊपरां मेल्हि पाछी हीज घिरी । जाती कीवोड़ जड़ि बाहररी सांकडी दीधी । चाबड़ी देखे तो दूजो । तरे मन मांहे जाणियो कोइक तो दगो दीसे छे ने हूँ अलीरी जात ओ मरदरी जात ने अमहां मांहे असुर दीसे छे । इण आगे म्हारो धर्म राखणों छे तो कपटस करणो । यूं जाणि ने ऊभो हुई ने कह्यो कंबरजी आधघा पधारो ढोलिये विराजो इण अख्ली कह्मो  तरे छाछ कह्यो चावड़ीजी राजि विराजो । रूप देखि ने गोो रीक गयो। इण पिण नेणांरा बांणां सं बींघ नाख्यो पांणी ज्यूं हो गयो  छाल कंबर क्यो म्हांरी जांबोती बडी चाकरी कीधी। चावड़ीजी भे मालूजादी छे। में यनि कट्यो थो कुछबंतो रूपबंत चतुर बालक काई मिछाबे तो खबास थापूं । दिखा होज थे छो। मोने हुकम करस्यो सो करस्यूं। तरे चाबड़ी जाण्यो म्दारी साड़ी मालजादी मोसूं धणों दगो कीन््हो ने मोनें जोर भोराई । तरे चावड़ी बतक प्यालो हाथमें छीथां दीठो अमढां १ छगन्धित द्रव्य । २ ठेंक देता हुआ सहारा लेता हुआ  ३ खांड की तरह ताँडता हुआ नादु करता हुआ । ४ वत्तल शराब पीने की झराही। ५ देत के समान।  बढ़ी आपक्ति में ढाला।
Rajasthani03.pdf,41,२३  मांदे आंधो दीसे छे । तरे प्याो दारूस धक्यक छलियो ने आधघो हाथ कियो । कंबरजी आघो द्वाथ करि म्हारो हाथरो प्यालो छीजे। तरे छाछू कह्यो ओ पईसां दस भर ने बीजो पांच अथवा सात सेर दारू अमलां पोंचे छे तिको अजे निपट चाक हीज हूं ने प्यालछो निपट करड़ो छे ने बातां करणी छे  चाबड़ी कल्यो बातांरी किसी फिकर छे पहिली बार म्हारो हाथ ठेलो मति चूंजिको ल्यो। मोनें ही बातांरो कोडि छे। इतरो कट्यो तरे प्यालो छीधो। तरे घूजते हाथ छालकंबर प्या्ो भरि ने चावड़ीने दीधो। चावड़ी घूंघटो करि कंचूं मांदे ढोल दीधो ने खंघारो कीधो थूकियो । तिसे दूजो प्यालो चाबड़ी बल्ले भरियो  जाणियो गोलछो अजे सपगां छे । दारू आयो तो खरो पिण छोटपोट न हुवो । तितरे चाबड़ी प्यादो आधो कीधो । तिको गोछानें दारू आयो। बल प्यालो मूँढ़े लाग्यो। तरे दूजो प्यालो ढेतसमें ढोलिया ऊपरी पाधरा पग करि दांत पतिड़ायः ने पड़ियो । चाबड़ी उणनें अमह्ां मांहे बेखबर देखि तरे उणरी ही तलवार काढि गलो कीधो । हाथ जुदा जुदा काटिया पगांरा जांघाँरा जुदा २ तखता कीधा। करने चांदणी  मांदे घड़ देने बांधियो । ऊपर्राँ पिंलडगपोस वींटीयो    तिण ऊपर जाजम छोटी थी तिकी वींदी  गांठ गाढी सेंठी  बांधी । तिण मरोखे नीचे राज २ लबालब सर लिया। २ रोको। ३ चाव। ४ कंचुकी कांचली अंगिया । ५ गिरा दिया। ६ छथिवान् होश सहित । ७ शराब का नशा आया तो सही । ८ निकाल कर ।  गछो कीधो ।मुहा० ८ गला काट डाला मारडाला । १० बिछाने की जाजम  ११ लपेट दिया । १९ जोरदार।
Rajasthani03.pdf,42,२४  मारग निकले छे। तिको रात आधीरो समीयो थो तिसे चोकीदार चौकी देता आय निकलिया । आगे गांठड़ी दीठी। देखिने जाणियो किण एक साहूकाररी हाट फाड़ी तिको चोर स्हांरां डरस्ं गांठड़ी नाखि नहाठा । म्हांरों मुजरों होसी । उपाड़े तो भार घणो । मांहो महें कह्यो के तो बादलों पारचो के नीकक घणोसो माल दीसे छे  खोलो मती । दिन ऊंगां दरबार वाहर घालण ने आसी तिणस्ं बांधी ज राखो ने कोटवाी चोतरे मेछो। तरे राजी थकां गांठड़ी मेढली  दिन ऊगां मुजरों होसी। अबे चाबड़ी गाढी सेंठी मरणरूपी होय बेठी के । ।॒ हिंबे जगदेवजी हवेली भाड़े लेने पाछा धोड़ांरी ठोड़ आबे तो चाबड़ी घोड़ा दीसे नहीं ने रथरा खोज दीसे। तरे जाणियो चावड़ी ने कोइ भोलाय ने लेगयो  तरे दरबार जाय कहूँ। तरे दुबार आया । आगे ठावा छायक सहाणी८ घोड़ांरी पायया बिचे बेठा छे । तिणसूं राम २ कीधी  तरे सहाणी छायक ठावों वणायतो डील देखि उठि मिद्धियो। पूछियो किठासूं आया ने आगे किसे गाँव पधारस्यो  तरेजगदेवजी क्यो अठाताई सेवा करण ने सेर बाजरीने आयो हूँ पंवार रजपूत छूँ । तरे साहणी कह्यो जो घोड़ांरी ज्ञाबता रातब उड़दावो  घासरो जाबतो करावों तो  दूकान तोड़ी दूकान तोड़ कर चोरी की ।  डठावे। ३ मन ही सन । ४ कीमतो चाँदी की कारी अथवा अन्य बहुमूल्य पात्र । ५ फरियाद करने कूक मचाने ।  चोकी पर। ७ छल कपट करके । ८ घोड़ों का रक्षक । ६ बन्दोबस्त । १० सेवा ।
Rajasthani03.pdf,43,२४  अपे भेल्ा रहां। रुषिया ३० रो महीनों लियां जावो ने म्हारे रसोवढ़े जीमो  जगदेवरों जीव तो थिर नहीं पिण जाएयो राजरो सहाणी हजूरी छे । तिसे सहाणी कह्मो थानें महाराज रे कट्मां लग़ावस्यां  । तिसे थाल परुसियों सहाणी रै आयो । क्यो जगदेवजी अरोगो । तिको धान भावे तो नहीं पिण उण देखतां अरोगिया। थाल परो ले गया  रात पड़ियां पायगां माहें होज ढोलिये उपरें आडातेडा हुवा । तिस दिन ऊगते कोटबाल कचेड़ी आय बेठो। तदि चाकरां बहिलायतां  मुजरो कियो गांठड़ी दिखाई ने कह्यो आपरे परतापसं म्हांरे छोह कोई पचीयो नहीं धाड़ीरीधाड़ी चोरों री थी पिण म्हे रावडा रिजक ऊपरां रामजीरो नाम लेने हक करी चोरां ऊपरि राल्या।। तिसे चोर गांठड़ी नाखि न्हास गया। कोटवाल राजी हुवोकह्यो देखो गाठड़ी मांहे कासूं छे । जदे पयादां   उताबढां मुजरायतां   खोलणी मांडी  जठे तीजो बट  खोले तिठे छोही छागो दीठो । सगला चमक्या  ने बीटणो उघाड़े तो मांटीमारयों  निजर पड़ियो। तिसे कोटबालु उल्ख्यो ने क्यो रे म्हांवालो १ अपन हम दोनों । २ राज्यकुटम्ब में नोकरी लगा देंगे । ३२ आड़ा डेढ़ा थोड़ा आराम । ४ कृपापात्रों ने। ५ म्हारे लोहनहीं  हमारा लोहा किसी को बरदास्त नहीं हुवा । ६ धाड़ की धाड डकेतों की बढ़ी सेना । ७ नोकरी । ८ चोरों के ऊपर पड़े । ६ जिससे । १० पायकों ने पेंदल सिपाहियों ने । ११ कृपासिलाषियों ने । १२ परत। १३ चकराये । १४ हतभांग्य।
Rajasthani03.pdf,44,रद  छाल्ड़ो  दीसे छे रे दोड़ो खबर करो  चाकरां कह्मां कबरजी तो महत्ां मांहे पोढिया छे  तरे मांहे खबास ने पूछियो  तरे कह्यो रात पोर एक गयां जांबोती पात्ररे घरे सिधाया था। तरे आदमी बोल्या पात्रने पूछियो । तरे पात्र बोली मालिये मांहे घणे सुख मांहे छे । पयादां क्यो आप बुलावे छे परा जगाय  तरे दासी ऊँची जाय किंवाड़ारी छेकड़ मांहि मूढो घालिने कह्योचावड़ीजी कँवरजीने जगाय डरा मेलो। तरे चावड़ी भूंजती  बोली मालजादी रांडाँ थारे बापने जरे ही मारि गांठड़ो बांधि करोखेरे मारग नाख दीधो  मो चावड़ी सूं इसो चज करो जो कठेही केंवरजीने खबर हुई तो थांरों नाम कहिसी अठे मालजादियाँरा घर थां थां मांहे घणी कुपीच होसी थांरो सत्यानास नारायण गमे मो कने गोलाने मेल्यो  इतरी बात सुणत समों रॉडॉरा जीव डडि गया। चाकरां सुणियो तरे दोड़ जायने क्यो जांबोती काई चावड़ी रजपूताणी चज करि आंणीथी । तिण छालजीने मारियां । तरे कोटवालु उकलते कालजे  आदमी सो दोय ले ने पात्ररे घरे आयो। मालिये चढिया। आगे बारणे रा किवाड़ सैंठा८ दीठा ने बारी एक पसवाड़ा री भीतीं माहे थी तिण कांनी निसरणी देने मालिये माहिं जावणनें मंढो आघो घालियो । तरे चाबड़ी झटका रो दीनी तिको मालिये माहें माथो पड़ियो ने धड़ पाछो सूढाबाणों   पट दे रो धरती पड़ियो। यों आदमी ४४ मारिया । अबे किण ही १ लाल कुंवर ।  छिद्र दरार । ३े जलती भुनती हुईं। ४ छल कपट करके  ५ यातना  ६ खोबे । ७ व्याकुल चित्त से । ८ जड़े हुए ढके हुए।  पास की । १० सीधा होकर । ११ घमके के साथ
Rajasthani03.pdf,45,२७  री आंगवण हुवे नहीं। इछचलो हुवो। तिको सिद्धराव जेसिध ने खबर हुई काई चांबड़ीसूं मांठजादो दंगो कियो थो तिको राते छालूने मारियो अवारू९ पाँच आदमी मारिया मालिया रा किवाड़ जड़ बेठी छे । राजा क्यो कोई उणने कहो मती म्हें पधारां छां । तिसे राजा पाला  लेने आप घोड़े असवार होय चाल्या । तरे सहाणी लुंब भ्ालछी । तरे जगदेव पिण बात सुण राजी हुवो । तरे दूजे कांनी लुंब जगदेव काली । राजा जगदेव ने देखे छे इणने म्हें कदेई दीठो । यों राजा विचारतो बार वार जोवतो पात्ररे घरे गयो । सहर रो छोक साथे हुवो । मादिये ऊँचा महाराजा सहाणी ने जगदेव तोन आदमी चढिया। तिठे राजा बोल्यो बेटीं चावड़ी थारो पीहर किसे नगर ने किणरी बेटी छे ने थारो सासरो किसे नगर छे सुसरा रो नाम खांप कासूं छे । तरे चाबड़ी जाणियो कोई मोटो छायक दीसे कै इण आगे कट्मो चाहीजे । तरे कह्यो बापजी पीहर तो नगर टोडे कै। राजा राजरी धीष छूं वीजकेंबररी बहिन हूं सासरो धार नगररो धणी जाति पंवार राजा डदियादीत रे छोहड़ा बेटारी अंतेडर ८ छूं ओर पाछछी सगल़ी मांड़ने बात कद्दी । मोनें छल करने मालछजादी रांडां ल्याई। पछे म्हारों धरम खोलछणनें गोछो आयो  तरे गोला ने मारियो ने बापजी रजपूतरी बेटी छूं घणां ने मारिने १ आगमन आगे बढ़ने को हिम्मत। २ हलचल । ३ अभी  ४ पंदल सिपाही । ५ शाही घोड़े की सजावट के लटकते हुए इधर उधर के रेशमी फुन्दे। ई पृत्री। ७ छोटे। ८ख्री पत्नी।  व्योरेवार । १० अष्ट करने को ।
Rajasthani03.pdf,46,रथ  काम आविस्यूं। जीव ऊपरां खेल्यां ऊभी छूं । ने केंवरजी तो नगर माडें छे  तरे जगदेव राजा आगे होय बारणे आय बोल्यो चावड़ी जो किवाड़ खोछो थे घणो अचेन  पायो। तरे सादर पिछांण किंवाड़ खोल्यो । जगदेवजीसं मुजरो कियो। तरे राजा जाणियो जगदेव ओ होज । तरे राजा कह्मो तू म्द्वारे धर्म री पुत्री छे। चाकरां ने हुक्म कोधघो थे पालषी  दांसी १० सिताब ल्यावो ने खालूसारो हवेली दरबारस्ं नेड़ी हुके तिण मांहे डेरो दिराबो। तिसे कोटवाल कहो म्हारी घररी गमाणहार ने कासूं फुरमाबों छो। राजा कहो तोनें  सहर इसा कुकरम करणने भोलायो  छो ९ इतरो कहि कोटवालीसं दूर कीधो ने माल्जादी तितरी थांणें पकड़ मंगाई कांच नांक काटि माथो मुंडाय पाटड़ा पाड़ि गधे चाढि सहर भदर कीनी। घर छुंट छीना । अब चाबवड़ीने सुखपाठ बैसाण दासी पाषतीं हुवां हवेली माहें उतारिया । राजाजी साथे के गरढों एक खोजो नाम मिर्याँ मुस्ताक दोढियाँ राख्यो  बरस दिन रो धान चोषड़ रो आदमियाँ माफक सामों  राख्यो  पुखतो एक पोलियो राख्यो। मांयसूँ सुवागो   मंगाय दियो । पछे राजा जगदेव सैं साथे करि दरबार आया । बेठाबातां करी । राजा निपट राजी हुवो  उठे हीज जीम्या  रात पोहर एक गई । तरे आया  भारो सिर १ हुःख। २ शब्द ध्यनि। ३ नष्ट करने वाली । ४ सोपा था। ५ जितनी थो उतनी । ६ केशपाश उखाड़ कर । ७ लांछित। ८ पालकी ।  पराक्रमी । १० थी इत्यादि स्निर्ध पदार्थ । ११५ सामान । १२ उहाग सम्बन्धी मंडल ससाजी जो उद्दागिन ख्री को भेंट की जाती है। १३ सभी।
Rajasthani03.pdf,47,२६  थाव मोत्यांरी माछा घोड़ो कड़ा मोती देने सीख दीनी । डेरे हवेली आया  चावड़ी सूं मिलिया। मोतियांरी माल्झा चावड़ीने बगसी ने कट्ो महाराजा सूं राज मिलिया नहींतर दिन १० तथा २० में किणीक ने कहिने मुजरो गुदरावतो  तरे मिछणो होतो। यों वातां करतां रात्र गई । चावड़ी पतिब्रतातिका निरणी  रही । तरे रात पाछिली पोहर एक रहीं जरे रखोड़ो कोधो । रात घड़ी चार रही तरे जगदेवजीने जगाया  सेतिषाने गया। हांथ पग ऊजिल्ा करि कुरत्या करि दांतण कोनों । तारां  हीज थकां थाल परूस दास्यां छाई । कंबर कह्यो इतरो स्वावलो चेगो थाल् कुँ। चाबड़ी कहे आपने दरबार राजाजी तेड़ाबसी थाँसू राजाजी बात कीधी छे तिको थाँ बिना घड़ी एक रहसी नहीं ने मोनें ब्रत छेै आप आरोग पधारो पछे स्हारो जञीमणो होसी  तरे जगदेवजी साँच जाणि भेलाही आरोगिया । तिसे घोड़ो छे चोपदार आय आवाज कोधी  दरे जगदेवजी सीख मांगी थोड़े असवार होय हजूर गया  राजा उठि आदर दीथो। बातां करी। कहो चाकरी करस्यथो । जगदेवजी कह्मो सेर बाजरीने द्वीज आयो छू । तरे राजा कह्मो पटो लेस्यो के कोरी बरतन  बेतन  लेस्यो  जगदेवजी क्यो कोरी वरतन लेस्यूँ । हजार एक जीमंणी भुजारा नैं हजार एक बामी भुजारा । दइज्ार दोय रुषिया देसी तिकेरी चाकरी करणस्युं। विखमी अवढीः जाइ्गारी चाकरी करस्यूँ।तरे राजां १ मालूम करवाता। २ भूखी उपवासी। ४ पाख़ाने। ४ तारे । ५ छुलावागें। ६ एक साथ ही । ७ जीमे भोजन किया । ८ विषम जोर शेढ़ी जगह की सेवा ।
Rajasthani03.pdf,48,३०  खानसांमाने तेडि कह्यो रुपिया हजार दोय हमेसा जगदेवजीने कोठार सं देज्यो । मास एक रुपिया हजार साठ दीयां ज्ञाज्यो ने सिरपाव दीधो । रोजगाररो परवानो करि द्वाथ दीधो। वले रीक दे सीख दीधी । अब पाटण रावड़ा बड़ा उमराव कुस राखे छे । एके डीलरा दो हजार रुपिया दीजे छे तिको इकेछो किसी छाख श्रीडांरी फोजां भांजसी यों बातां करे। राजा तो जगदेव आये तर घणो कुरब करे  कन्हे साम्हों बेसाणे रीक बिना सीख न ये। यों बरस एक नें जगदेवजीरे कंवर हुवो। तिणरों नाम जगधवल द्ीधी । बरस तीन ऑकक क ५४७७ पाए पपेवक रे आंतरे बले कंबर हुवो । तिणरो नांम वीरधंबछ दीधो। घणां छाडकोड कीजे छे । राजारी रीमां छीजे छे। पिण जगदेव काछा गहिल्वरोदातार छे  रुपषिया हजार एक रो दान हमेसा करे  दातारगुरु नाम पट्क्नन  कहै। इसी भांति रहतां बडो बेटो बरस पाँच में हुवो ने बरस दो मांहे छोटो बेटो हुबो । एक दिन भादवारी मेह अंधारी राव मच ने रही छे  छरमर छरमर मेंह बरस ने रह्यो कै । बिजलो भलभलछाट करने रही छे । इणी समे तिको रात आधी रो समो छे। तिको राजारे कान सुर पड़यो। ऊगूण दिसी १ दहष भाव रखते हैं। २ आदर। रे काला गहिलारों दातार  मुह ८आपत्ति  काला  के समय  गहिला  मार्ग का दिखाने बाला आरतहरण । ४ छहों वर्ण समाज की सभी जातियाँ चार चर्णअस्पृश्य हिन्दू जातियाँविधर्मी जातियाँ। ४ कुक रही है   चउमचसाहट ।
